trial,gen,CR,Faith,AR,W-Score,bm25_k,vec_k,rrf_k,rerank_k,thresh,fk,reranker,reranker_type,fusion,alpha,mode,adapt_thresh
327,12,0.7714,0.9178,0.8559,2.8143,258,230,212,10,0.0502,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.66,adaptive,0.239
328,12,0.7687,0.9065,0.8589,2.8013,144,160,204,22,0.2355,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,fixed,0.225
329,12,0.8297,0.9170,0.8706,2.8877,423,64,64,32,0.0843,9,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.81,adaptive,0.077
330,12,0.8441,0.9379,0.8819,2.9396,49,38,221,32,0.1332,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.68,fixed,0.208
331,12,0.8283,0.9130,0.8687,2.8795,449,169,14,41,0.1628,3,Alibaba-NLP/gte-reranker-modernbert-base,auto,weighted,0.75,adaptive,0.064
332,12,0.8474,0.9270,0.8643,2.9105,297,26,63,14,0.1332,2,DiTy/cross-encoder-russian-msmarco,auto,rrf,0.30,fixed,0.231
333,12,0.8478,0.9265,0.8668,2.9131,334,230,257,32,0.0661,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.49,fixed,0.130
334,12,0.8460,0.9449,0.8793,2.9472,184,19,28,10,0.1389,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.58,fixed,0.132
335,12,0.8208,0.9272,0.8799,2.9014,180,64,72,46,0.0103,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.29,fixed,0.175
336,13,0.8468,0.9346,0.8803,2.9367,283,173,282,16,0.2377,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.86,adaptive,0.102
337,13,0.8456,0.9528,0.8814,2.9585,69,270,296,39,0.0372,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.89,adaptive,0.101
338,13,0.8505,0.9334,0.8784,2.9368,331,145,257,14,0.0535,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.73,fixed,0.163
339,13,0.8383,0.9151,0.8615,2.8841,307,169,257,29,0.2431,7,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.38,fixed,0.079
340,13,0.8426,0.9036,0.8779,2.8925,27,269,257,14,0.0330,3,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.208
341,13,0.8426,0.9306,0.8818,2.9292,27,145,204,14,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.067
342,13,0.8005,0.9270,0.8721,2.8722,184,162,43,45,0.1821,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.066
343,13,0.8436,0.9583,0.8854,2.9675,235,151,79,24,0.0456,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.81,fixed,0.067
344,13,0.8318,0.9106,0.8735,2.8854,113,169,127,32,0.1059,7,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.159
345,13,0.8441,0.9606,0.8834,2.9684,334,230,72,12,0.1306,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.130
346,13,0.8359,0.9409,0.8785,2.9314,485,129,68,14,0.0163,4,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,adaptive,0.109
347,13,0.8459,0.9214,0.8685,2.9069,184,129,28,41,0.1322,3,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.58,fixed,0.247
348,13,0.8426,0.9371,0.8783,2.9333,27,234,79,11,0.0210,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.188
349,13,0.8446,0.9542,0.8817,2.9596,61,230,201,43,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.80,fixed,0.130
350,13,0.7639,0.9057,0.8637,2.8008,196,270,235,18,0.2413,3,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.68,fixed,0.109
351,13,0.8483,0.9390,0.8778,2.9406,49,269,79,10,0.0478,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.81,fixed,0.209
352,13,0.8369,0.9007,0.8736,2.8787,500,169,178,36,0.1624,9,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.73,fixed,0.130
353,13,0.8446,0.9485,0.8800,2.9509,49,212,23,42,0.1332,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.73,fixed,0.231
354,13,0.8435,0.9602,0.8852,2.9694,334,90,207,18,0.0163,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,adaptive,0.130
355,13,0.8475,0.9222,0.8756,2.9172,307,269,200,16,0.0478,2,DiTy/cross-encoder-russian-msmarco,auto,weighted,0.50,fixed,0.079
356,13,0.7687,0.9172,0.8610,2.8164,484,131,23,18,0.2461,2,Shattsur/nemotron-smeta-4bit-adapter,auto,rrf,0.45,fixed,0.083
357,13,0.8435,0.9332,0.8832,2.9349,69,269,58,24,0.0334,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.52,fixed,0.067
358,13,0.8364,0.9259,0.8708,2.9054,363,72,72,41,0.2231,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.29,fixed,0.144
359,13,0.8117,0.9424,0.8673,2.8966,27,72,72,14,0.2063,2,Shattsur/nemotron-smeta-4bit-adapter,auto,weighted,0.45,fixed,0.245
360,13,0.8335,0.9227,0.8701,2.8979,235,114,153,10,0.2079,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.29,fixed,0.067
361,13,0.8356,0.9401,0.8765,2.9280,49,169,127,15,0.1332,2,Alibaba-NLP/gte-reranker-modernbert-base,auto,rrf,0.59,adaptive,0.140
